Dokumen,Topik 1,Topik 2,Topik 3,Topik 4,Topik 5,Topik 6,Label,Cluster
penyusunan sistem informasi dinas perindustrian perdagangan disperindag kabupaten bangkalan meningkatkan kualitas pelayanan membantu proses kinerja dinas salah faktor pendorong pemanfaatan sistem informasi meningkatnya kebutuhan fungsi pelayanan dijalankan tujuan penerapan arsitektur enterprise menciptakan keselarasan bisnis teknologi informasi kebutuhan instansi penerapan arsitektur enterprise terlepas instansi merencanakan merancang arsitektur enterprise togaf adm metodologi lengkap instansi memahami tahapan tahapan metodologi diterjemahkan aktivitas perancangan arsitektur enterprise tahapan perancangan arsitektur enterprise berlanjut tahapan rencana implementasi togaf adm memiliki komponen utama arsitektur bisnis arsitektur data arsitektur teknologi arsitektur aplikasi intinya togaf arsitektur enterprise aspek menghasilkan model kerangka dasar mengembangkan sistem informasi terintegrasi mendukung kebutuhan dinas perindustrian perdagangan sesuai peraturan bupati bangkalan nomor uraian tugas jabatan struktural dinas perindustrian perdagangan,0.31843270288362774,0.0008881722362582355,0.0008882240072001811,0.000888333983888211,0.6780143040737262,0.0008882628152993667,RPL,2
perusahaan pemerintah swasta tujuan dicapai pencapaian tujuan perusahaan pemanfaatan sumber daya dimiliki optimal salah sumber daya sumber daya manusia dimiliki perusahaan sesuai peraturan ditetapkan pt surya madistrindo pamekasan proses promosi jabatan kriteriakriteria aspek kapasitas intelektual aspek sikap kerja aspek perilaku masingmasing sub kriteria tersendiri metode metode fuzzy analytic network process fanp metode fanp mencari bobot prioritas kepentingan kriteria sub kriteria ditetapkan proses perangkingan bobot kriteria masingmasing data karyawan pembobotan diperoleh hasil kuesioner pimpinan perusahaan proses perangkingan mengalikan nilai bobot kriteria tiaptiap sub kriteria menyeleksi karyawan berhak menduduki jabatan tersedia berdasarkan kriteriakriteria ditentukan hasil uji coba menyelesaikan studi proses promosi jabatan karyawan menghasilkan nilai akurasi kunci sistem pendukung keputusan promosi jabatan fuzzy analytic network process fanp,0.0008651837909291113,0.0008651723560236173,0.6162022810848077,0.0008651902647960553,0.3803370128848589,0.0008651596185845811,RPL,0
pelayanan makanan pasien rawat inap rumah sakit tujuan menu diet sesuai syarat gizi minimal sesuai penyakit diderita pasien menu disediakan rumah sakit memperhatikan kebutuhan kalori pasiennya individu mengakibatkan penyediaan makanan pasien sesuai kebutuhan kalori perhari pasien dibuatlah sistem pendukung keputusan rekomendasi menu diet pasien alat bantu penyediaan menu makanan pasien metode metode harris benedict perhitungan total kalori pasien metode euclidean perankingannya diharapkan aplikasi sistem pendukung keputusan merekomendasikan menu diet pasien beserta penjelasan kebutuhan kalori perhari asupan makanan perhari makanan dibatasi kunci sistem pendukung keputusan harris benedict euclidean,0.0011418947985729969,0.0011416064134619642,0.09482381862288738,0.0011416335741531412,0.9006090432726254,0.0011420033182990576,RPL,2
penyusunan sistem pendukung keputusan pemilihan teknik rekayasa kebutuhan membantu pengembang perangkat lunak membangun proyek perangkat lunak pemilihan teknik rekayasa kebutuhan berdasarkan pilihan system analis bersangkutan berdasarkan karakteristik teknik rekayasa kebutuhan sesuai proyek perangkat lunak menghasilkan perangkat lunak proses evaluasi pemilihan teknik rekayasa kebutuhan salah tahap proyek pengembangan perangkat lunak didalam spk proses pemilihan teknik rekayasa kebutuhan kriteria atribut project pengembang perangkat lunak proses clustering metode self organizing map som parameter distance matrix menangani data multi dimensional euclidean canberra jenis distance matrix lazim tingkat akurasinya menangani data riil hasil diperoleh membandingkan hasil clustering metode som berbasis euclidean distance canberra distance matrix menghasilkan teknik rekayasa kebutuhan efisien obyektif sesuai karakteristik proyek perangkat lunak kunci sistem pendukung keputusan teknik rekayasa kebutuhan clustering self organizing map canberra distance matrix,0.19450024558361487,0.000796222124018856,0.28795397752644153,0.12952517789414716,0.3864280486200975,0.0007963282516801876,RPL,2
sidik jari salah karakteristik fisik manusia identifikasi manusia sidik jari karakteristik berubah kecuali luka rusak akibat kecelakaan sidik jari tindak kriminal pencurian kecurangan administrasi proses pendeteksian sidik jari memudahkan pihakpihak berwajib menangani proses pendeteksian lakukan program komputer tahap perhitungan penentuan titik kenal corepoint proses berperan proses identifikasi manusia menentukan corepoint titik sidik jari manual otomatis manual lakukan kasat mata otomatis tentukan sistem tugas menentukan corepoint sidik jari otomatis metode geometry of region technique grcitra tugas diperoleh database fvc fingerprintbitmaps hasil uji coba sistem terbaik deteksi corepoint sidik jari metode geometry of region technique gr m v proses normalisasi ukuran blok x pixel hasil akurasi sistem didapatkan kunci sidik jari corepoint geometry of region technique gr normalisasi,0.35394475291100425,0.6425334125663149,0.0008805302665028824,0.0008803736929285504,0.00088049009195673,0.0008804404712927154,KOMPUTASI,1
indonesia perkembangan gizi perhatian status gizinya mengontrol gizi dibutuhkan tubuh penelitian dirancang aplikasi sistem pendukung keputusan menentukan status gizi pasien solusi makanan pasien sesuai riwayat penyakit derita pasien sistem dirancang berbasis web memudahkan admin ahli gizi rumah sakit penentuan status gizi pasien diharapkan aplikasi efisien efektifitas kinerja metode penelitian nave bayes classifier nbc metode terbaru memprediksi probabilitasmetode nave bayes classifier proses penentuan perhitungan probabilitas status gizi dimana dicari nilai probabilitas terbesar kesimpulan penentuan status gizi metode diterapkan studi sistem penentuan status gizi pasien hasil akurasi terbesar kunci nave bayes classifier sistem pendukung keputusan status gizi web,0.001035514765685509,0.001035265161925126,0.48036240621198517,0.0010353025046679345,0.459443966770683,0.05708754458505321,RPL,0
pengenalan tulisan tangan topik penelitian populer peneliti usahausaha sistem pengenalan tulisan tangan otomatis teknik berbeda penelitian membahas pengembangan sistem pengenalan tulisan tangan offline pencirian lokal karakterkarakter tulisan tangan salah faktor penentu pengenalan tulisan tangan model bentuk tulisan tangan penulis dikenali penulis memiliki gaya menulis bentuk tulisan tangan berbeda metode pengenalan pola tulisan tangan penelitian modified direction feature mdf proses ekstraksi fitur learning vector quantization lvq proses klasifikasi proses ekstraksi fitur metode mdf penentuan arah garis posisi tiaptiap piksel proses pelatihan data metode learning vector quantization lvq metode menghasilkan bobot proses pengenalan citra huruf tulisan tangan uji coba sistem hasil terbaik pengenalan citra huruf tulisan tangan diperoleh data pelatihan citra data uji coba citra hasil akurasi sistem didapatkan kunci tulisan tangan modified direction feature learning vector quantization,0.925743651859089,0.0007900172390329508,0.07109635848412808,0.0007899313144890075,0.0007900576393456436,0.0007899834639153474,RPL,1
citra senyum salah fitur biometrik dijadikan bukti autentik sistem pengenalan pola pattern recognition komputerisasi identitas ciri pengenalan senyum diteliti kalangan salah bentuk penerapan pengenalan pola senyum senyum senyum dikenali komputer disimpan database menentukan pola senyuman manual otomatis manual kasat mata otomatis tentukan sistem tugas mengidentifikasi senyuman otomatis metode principal component analysis pca linier descriminant analysis lda dimana jenis senyuman tugas dibagi senyum manis senyum mengejek senyum dipaksakan senyum tertutup senyum terbuka penggunaan metode ekstraksi fitur efisien menentukan keberhasilan sistem pengenalan pola metode klasifikasi pengenalan pola euclidean distance manhattan distance hasil uji coba gambar data pelatihan didapatkan tingkat akurasi pca ordered hasil uji coba pca lda didapatkan tingkat akurasi ordered,0.9954373448949917,0.0009125002209836888,0.000912569921758946,0.000912498502712088,0.0009125586495600046,0.0009125278099937479,RPL,1
batik kerajinan memiliki nilai seni budaya indonesia batik indonesia beragam jenis tekstur batik warna batik pola batik mencerminkan usul daerah batik pencarian citra berbasis teks efektif penilaian subjektif pengguna merepresentasikan citra sistem menangani pencarian citra query citra sistem perolehan citra berbasis isi spci content based image retrieval cbir penelitian ciri tekstur proses pencarian kemiripan delapan kelas citra batik berbeda cirebon bali bangkalan pamekasan sumenep yogyakarta solo pekalongan objek perolehan citra berbasis isi sistem dibangun proses utamanya ekstraksi fitur tekstur metode gray level difference method gldm arah utama gldm menghitung perbedaan mutlak sepasang derajat keabuan terpisah jarak arah hasil ekstraksi fitur pengukuran jarak kemiripan metode euclidean distance uji coba aplikasi pengukuran kemiripan euclidean distance nilai threshold diperoleh akurasi presisi data pelatihan data uji coba citra ditampilkan,0.9960184020534858,0.000796264062250845,0.0007963121585737038,0.0007963454610077156,0.0007963497555456135,0.0007963265091363222,RPL,1
kebutuhan pencarian data internet cepat faktor pengguna layanan internet sistem informasi tugas simtak fakultas teknik universitas trunojoyo madura membutuhkan pencarian data cepat berdasarkan konteks sistem pencarian dipakai pencarian database dimana hasil pencarian sesuai konteks keywords diinputkan memiliki kebenaran sistem kecerdasan pengetahuan ditangkap diproses ontologi mendukung tugas ontologi spesifikasi konseptualisasi semantik web abstrak representasi world wide web www berbasiskan standar didefinisikan resource description framework rdf ontology web language owl ide dasarnya membawa web memiliki definisi link data efektif mencari otomasi integrasi reuse informasi aplikasi semantik web didefinisikan sekumpulan teknologi dimana komputer memahami arti informasi berdasarkan metadata informasi isi informasi judul pengarang modifikasi tanggal halaman web hak cipta halaman web semantik web pencarian tugas hasil berdasarkan persamaan makna keyword diinputkan user kunci mesin pencari semantic web tugas abstract,0.0007900617388562465,0.0007900088085933482,0.0007900497516863152,0.0007899728146688474,0.9690778136023219,0.027762093283873284,RPL,2
perusahaan memiliki data berkaitan kegiatan bisnis dijaga diamankan orang berhak mengaksesnya seringkali muncul aksi ilegal mencoba merusak server mencuri data perusahaan mengakibatkan kesalahan fatal kelancaran kegiatan bisnis perusahaan disebabkan data valid menyikapi sistem monitoring keamanan mengamankan server tindakan penyusupan intrusion prevention system ips solusi keamanan jaringan server tindakan penyusupan ips mengembangkan snort fungsi pendeteksi dikombinasikan iptables firewall pencegah penyusupan ips dilengkapi user interface base basic analysis and security engine manajemen rule memudahkan admin memonitor sistem keamanan tindakan penyusupan jaringan server snort alert terdeteksi serangan disimpan log snort memerintahkan iptables drop alamat penyerang detail serangan tampilan user interface base hasil pengujian didapatkan snort iptables ips respon cepat terdeteksi serangan tanggap ratarata detik serangan terdeteksinya alert,0.0008727588960640076,0.9956359744938424,0.000872794756439366,0.0008728110274596985,0.0008728786773484549,0.0008727821488460103,KOMPUTASI,1
citra digital dimanfaatkan aspek kehidupanoleh membutuhkan tampilan citra merepresentasikan objek citra salah permasalahan pengambilan gambar citra kemampuan mengambil gambar luas gambar diambil kali menyebabkan gambar objeknya terpisahpisah mengatasi permasalahan proses penggabungan citra penelitian metode watershed metode ditentukan titik korespondensi masingmasing citra kandidat daerah hasil korespondensi disegmen menggunkan metode watershed hasil segmentasinya mencari region cut acuan penggabungan citra proses penggabungan citra dsebut mosaic panoramik hasil penelitian citra panorama ideal dperoleh citra masukan kesamaan obyek titik korespondensi dipilih obyek citra masukan kunci citra panorama mosaikpanoramik metode watershed,0.49145062653032384,0.001168336821000236,0.0011684809985161198,0.00116831677504354,0.5038758424246443,0.0011683964504719238,RPL,1
beasiswa pemberian bantuan keuangan perorangan bertujuan keberlangsungan pendidikan ditempuh program beasiswa diadakan meringankan beban mahasiswa menempuh studi kuliah biaya fakultas teknik universitas trunojoyo memiliki program beasiswa berhak menerima beasiswa bantuan belajar mahasiswa bbm beasiwa peningkatan prestasi akademik ppa jenis beasiswa memiliki kriteria faktor bobot berbeda seleksi beasiswa mengalami kesulitan banyaknya pemohon banyaknya kriteria manual mengakibatkan efektifnya keputusan membantu menetapkan layak menerima beasiswa dibutuhkan sistem pendukung keputusan metode penelitian analytic network process anp technique order preference by similarity to ideal solution topsis penelitian diangkat menganalisa validitas alternatif terbaik penerima beasiswa berdasarkan kriteriakriteria ditentukan metode anp dicari solusi pengurutan metode topsis berdasarkan hasil uji coba sistem perbedaan selisih hasil rekomendasi sistem data aktual pemenang beasiswa ppa jurusan informatika selisih hasil rekomendasi sistem data aktual pemenang beasiswa bbm jurusan informatika kunci anp topsis mcdm pengambilan keputusan multi kriteria seleksi beasiswa,0.0007268119945184138,0.0007267922959158775,0.9963659083588808,0.0007267882780805364,0.0007268737386727519,0.0007268253339316521,RPL,0
spare part salah pengoperasian mesin sepeda motor peningkatan penjualan spare part terduga proses tuneup menyebabkan kesulitan pelayanan terbaik konsumen penurunan penjualan spare part menyebabkan penumpukan spare part gudang sistem peramalan meramalkan penjualan spare part periode sistem peramalan metode jaringan syaraf tiruan algoritma propagasi momentum meramalkan penjualan spare part data tersimpan dihitung epoh learning rate berbeda hasil uji coba system disimpulkan data data training learning rate epoh menghasilkan tingkat kesalahan,0.0014371222249117527,0.325453725850881,0.0014370769041675768,0.001436947811543774,0.0014370191081060555,0.6687981081003899,KOMPUTASI,1
abstrak penjiplakan muncul berkembang bidang pendidikan karya tulis isinya menjiplak karya tulis orang mengatasi salah satunya solusinya aplikasi mengelompokan dokumen mendeteksi penjiplakan dokumen tugas aplikasi mendeteksi penjiplakan dokumen membandingkan dokumen pendeteksian penjiplakan dokumen algoritma winnowing algoritma winnowing berfungsi proses dokumen fingerprint merubah teks sekumpulan nilai nilai hash nilai hash mendeteksi tingkat kesamaan dokumen pengelompokan dokumen algoritma fuzzy kmeans hasil uji coba aplikasi diambil kesimpulan nilai ngram basis window hasil prosentase kemiripan dokumen menghasilkan nilai ngram basis window prosentase kemiripan dokumen menghasilkan prosentase perhitungan nilai fmeasure dipengaruhi keakuratan data diproses kunci deteksi penjiplakan cluster fmeasure,0.0010573999298564283,0.6971238967504269,0.001057359594836155,0.0010571988842080114,0.001057308206986286,0.2986468366336863,KOMPUTASI,1
sumber daya manusia mutlak dibutuhkan kemajuan perusahaan menjadikan perusahaan perusahaan maju kalah bersaing perusahaan dibuatlah sistem pendukung keputusan spk pemilihan karyawan berprestasi mencari karyawan berprestasi sistem pendukung keputusan spk fahp electre ii metode fahp metode obyektif proses penilaian berdasarkan hirarki kriteria digabungkan konsep fuzzy sesuai kriteria penilaian kinerja karyawan perusahaan bobot proses metode electre ii karyawan berprestasi menjaga penilaian berpihak salah karyawan bebas intervensi karyawan perusahaan independen profesional penilaian karyawan hasil penilaian angkaangka departemen sdm penjumlahan nilai komulatif kriteria karyawan terbaik prioritas kriteria metode fahp electreii hasil keluaran mendekati keakuratan hasil diperoleh areal manager banding hitung manual perusahaan memperhatikan bobot kepentingan,0.0009844184068983459,0.0009843398543889974,0.8012036539000845,0.0009844255586112791,0.19485877392701303,0.0009843883530038563,RPL,0
abstrak data sma wachid hasyim tamansepanjang data siswa mentah data diolah pengolahan data mengelompokan clustering datadata memiliki beragam metode salah satunya som self organizing map menvalidasi data penggunaan distance matrix idb indeks daviesbouldin idb som bertujuan meningkatkan akurasi validasi hasil analisa data penganalisaan data studi sma wachid hasyim tamansepanjang bertujuan tingkat kemiripan siswa kelompok kelas metode som mengelompokan data berdekatan dicari kemiripannya berdasarkan pola kemiripan data pengelompokan siswa dijadikan cluster learning rate epoch mse terkecil epoch data training dijadikan sembilan cluster learning rate epoch mse terkecil epoch cluster data training nilai terkecil pemvalidasian cluster idb sembilan cluster data training cluster nilai idb hasilnya akurat kelas terbentuk kelompok kunci clustering som eucledian distance idb sma wachid hasyim tamansepanjang,0.04093412548631494,0.0008503988996507228,0.3591377483229296,0.0008503947463504342,0.2846790423315903,0.31354829021316394,RPL,0
citra diterapkan aspek kehidupan bidang kedokteran tubuh manusia mendeteksi penyakit bidang geologi memetakan wilayah dibutuhkan tampilan citra merepresentasikan obyek batasan luas citra kendala penerapan fungsi manfaat citra aplikasi penggabungan citra mosaic panoramic memperluas tampilan citra bermanfaat informasi obyek penelitian metode scale invariant feature transform sift pendeteksian keypoint keypoint berubah berdasarkan nilai threshold ditentukan pasang citra diteliti nilai threshold citra masukan keypoint berkesesuaian bernilai proses mosaic panoramic nilai threshold keypoint berkesesuaian bernilai menghasilkan citra hasil mosaic panoramic nilai threshold keypoint berkesesuaian pasang citra masukan citra masukan ditemukan proses mosaic panoramic menghasilkan citra hasil mosaic panoramic kunci mosaic panoramic sift scale invariant feature transform keypoint,0.7590470365106174,0.0009653369509654238,0.0009653825048579549,0.0009653112637146843,0.23709157342298057,0.0009653593468640314,RPL,1
teknologi biometrik mengalami perkembangan pesat lazim diterapkan bidang aplikasi proses pengenalan telapak tangan diteliti telapak tangan biometrika relatif telapak tangan memiliki karakteristik unik garis telapak tangan bersifat stabil orang garis telapak tangan berbeda orang kembar keunikan kestabilan garis telapak tangan telapak tangan fitur handal telapak tangan sistem pengenalan penelitian proses pengenalan telapak tangan metode naive bayes proses classifier reduksi dimensinya principal component analysis pca sistem diuji coba citra telapak tangan orang orang sampel telapak tangan hasil pengujian ratarata memperoleh persentase keberhasilan,0.5546392685441045,0.0012256354923263562,0.001225665736556485,0.0012255958517330124,0.440458214498164,0.0012256198771156885,RPL,1
diagnosa penyakit mata sistem informasi inti permasalahan penelitian studi dokter pakar memiliki keterbatasan melayani pasien jam harihari dokter minggu jam kali pelayanan asisten dokter membantu pelayanan denga maksimal maksimalnya peranan dokter pasien terbatasnya keberadaaan dokter pakar minimnya pelayanan dokter pasien nya minimnya pengetahuan gejala sakit dirasakan mendukung terdapatnya sistem diagnosa solusi gejala berdasarkan penelitian bertujuan aplikasi sistem pakar berbasis web mendiagnosa gejala penyakit mata metode pengembangan aplikasi fuzzy mamdani inferensi forward chainning input dibutuhkan sistem data jenis gejala gejala output nilai tingkat keparahan penyakit mengarah solusi hasil uji coba sistem dokter diperoleh nilai keakuratan kunci metode fuzzy mamdani forward chaining diagnosa penyakit mata,0.0009654696962093389,0.0009653824899467298,0.0009655062932713311,0.0009653942729179886,0.0009655746854654773,0.9951726725621891,RPL,1
penggunaan teknologi mobile marak disamping keunggulannya mudah bawa dibawa kemanamana teknologi mobile mudah dieksplorasi terbukti smartphone layanan bermanfaat penggunanya toefl test of english as a foreign languange dibutuhkan menghadapi kemajuan teknologi besarnya minat masyarakat belajar bahasa inggris mengikuti testes toefl berpengaruh kemajuan teknologi android subset perangkat lunak perangkat mobile meliputi sistem operasi middleware aplikasi inti release google android sdk tools api application programming interface aplikasi platform android bahasa pemrograman java eclipse ide integrated development environment coding aplikasi android salah pemanfaatan teknologi mobile media pembelajaran tes toefl teks audio teknologi android berbasis mobile tes toefl pembelajaran test kelebihan listening menu aplikasi diharapkan membatu meningkatkan pemahaman pengguna tes toefl kunci tes toefl android java mobile sdk,0.0008803501041916314,0.0008804809686164069,0.0008804187212456508,0.0008803780635119355,0.9955980102061568,0.0008803619362775183,KOMPUTASI,2
perusahaan mengharapkan hubungan pelanggan pt x perusahaan bergerak bidang minyak gas bumi negara pengelolaan hubungan berdampak peningkatan citra perusahaan dimata pelanggan penilaian kinerja perusahaan diukur kriteria crm scorecard crm scorecard diambil balanced scorecard bsc berfokus pelanggan penilaian kinerja metode analytic network process anp pembobotan pt x menilai kinerja perusahaan traffic light system hasilnya hasil scoring kpi kpi level buruk ekuitas pelanggan sistem penghargaan kpi perhatian indikator level kpi perluasan pelanggan teknologi informasi struktur organisasi perusahaan berhatihati indikator level kpi profitabilitas kesetiaan pelanggan kepuasan pelanggan nilai hubungan pelanggan perolehan pelanggan mempertahankan pelanggan peranan manajemen pelatihan kerjasama kunci sistem penilaian kinerja crm scorecard analytic network process anp key performance indicator kpi,0.036221445776857146,0.0009294125590984234,0.0009296368345564105,0.000929569033162993,0.9600604632013572,0.0009294725949678475,RPL,2
teknik kalibrasi berpengaruh perkembangan computer vision proses teknik kalibrasi pengolahan lanjutan proses vision dilakukannya kalibrasi proses vision mudah prosesnya teknik kalibrasi menentukan parameter proses vision rekonstruksi d penelitian mencoba mengangkat teknik kalibrasi kamera klasik popular teknik kalibrasi kamera algoritma tsai simulasi hasil parameter pengukuran obyek aplikasi dibandingkan obyek real hasil ujicoba didapatkan hasil tahapan proses kalibrasi kamera metode tsai berhasil data parameter simulasi ujicoba skenario masingmasing skenario percobaan hasil hasil pengukuran aplikasi hasil pengukuran nyata galat relative perhitungan aplikasi ratarata perhitungan nyata hasil disebabkan proses pengambilan data spesifikasi terbatas kunci kalibrasi kamera algoritma tsai computer vision,0.5073342967476748,0.0010462758147492392,0.0010462994402591517,0.0010461921246261064,0.001046355183355148,0.4884805806893356,RPL,1
